,Age,Gender,Ethnicity,Marital_Status,Education_Completed,Religion,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income,US_Born,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration,Employment_Status,State,Education,clean_Income,Race
67,32,Female,Chinese,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Very well,Not at all,Very high,High,1,Very Good,Very Good,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Disagree,Not very important,Somewhat disagree,Somewhat disagree,1,1,1,1,Yes,Slightly agree,8,No,Eng_Chinese only,22,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
68,23,Female,Chinese,Single,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Other,"$70,000 and over",No,1,Not well,Much,High,Very high,1,Very Good,Good,0,Yes,0,Pretty much,One-family house,Agree,Disagree,Not very important,Somewhat agree,Somewhat agree,5,0,0,2,0,Slightly agree,8,No,Chinese Simplified,2,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
69,22,Male,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,NA,No,1,Not at all,Much,Very low,Low,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Not very important,Strongly agree,Strongly agree,4,3,3,4,0,Slightly agree,7,No,Chinese Traditional,0.5,Student,TX,College or Higher,NA,ASIAN AMERICAN
70,25,Female,Chinese,Other,Graduate or Professional degree ,Protestant,0,0,0,0,Student,0,0,0,Service worker,"$60,000 - $69,999",No,1,Well,Not much,High,Very high,1,Good,Fair,0,0,Yes,Pretty much,One-family house,Neutral,Disagree,Not very important,Strongly agree,Somewhat agree,3,2,2,2,0,Disagree,7,Yes,Chinese Simplified,2,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
71,42,NA,Chinese,Single,High school degree / GED,None,0,0,0,0,0,0,0,Retired,NA,NA,No,0,Not at all,Very much,High,High,0,Good,Good,0,0,0,Pretty much,5,Disagree,Disagree,Somewhat important,Strongly agree,Somewhat agree,2,3,3,0,Yes,NA,10,No,Chinese Simplified,0.5,Retired,TX,HS Graduate,NA,ASIAN AMERICAN
72,48,Male,Chinese,Married,College degree or Bachelor's degree,NA,Employed full time,0,0,0,0,0,0,0,Service worker,"$0 - $9,999",No,1,Not at all,Very much,Very low,High,0,Good,Good,0,0,0,Not very much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,NA,Strongly agree,Somewhat agree,2,3,3,2,0,Disagree,3,No,Chinese Simplified,0.5,Working full-time,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
73,20,Male,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$30,000 - $39,999",No,1,Not well,Not much,Low,High,NA,Excellent,Excellent,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly disagree,Strongly disagree,5,2,2,3,0,Agree,10,No,Chinese Simplified,0.5,Student,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
74,18,Male,Chinese,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",Yes,0,Very well,Not at all,Very high,NA,0,Excellent,Excellent,0,Yes,0,Very much,5,Strongly agree,Neutral,Not at all important,Somewhat disagree,Somewhat agree,5,2,2,4,Yes,Slightly agree,10,No,Eng_Chinese only,18,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
75,18,Female,Chinese,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$20,000 - $29,999",Yes,1,Very well,Not at all,Very high,High,1,Very Good,Very Good,0,Yes,Yes,Pretty much,5,Neutral,Neutral,Not at all important,Somewhat agree,Somewhat agree,5,3,3,4,0,Slightly agree,8,No,Eng_Chinese only,18,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
76,22,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,1,Not well,Much,Low,High,0,Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Somewhat agree,Somewhat agree,4,2,2,3,Yes,Slightly disagree,7,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
77,18,Female,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",No,0,Very well,Not at all,Very high,Low,1,Excellent,Poor,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not at all important,Somewhat agree,Somewhat agree,5,3,2,3,0,Agree,9,No,English,17,Student,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
78,36,Male,Chinese,Married,Graduate or Professional degree ,None,0,0,0,NA,0,0,0,0,Professional,"$70,000 and over",Yes,0,Very well,Not at all,High,Low,1,Excellent,Excellent,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Somewhat agree,Somewhat agree,3,3,3,3,Yes,Agree,9,No,Eng_Chinese only,33,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
79,26,Male,Chinese,Living with a partner,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$60,000 - $69,999",No,1,Not well,Not much,Low,Low,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Somewhat agree,Strongly agree,5,3,4,5,0,Neither agree or disagree,7,Yes,Chinese Simplified,3,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
80,21,Male,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,Skilled trades,"$30,000 - $39,999",No,1,Well,Much,Low,Very high,0,Very Good,Excellent,0,0,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Somewhat agree,3,4,3,4,0,Slightly agree,8,Yes,English,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
81,20,Female,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,Service worker,"$20,000 - $29,999",No,1,Not well,Not much,Low,High,0,Very Good,Good,0,0,0,Pretty much,One-family house,Neutral,Neutral,Not at all important,Strongly agree,Somewhat agree,4,3,2,4,0,Slightly agree,8,Yes,Chinese Simplified,0.5,Student,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
82,25,Female,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,NA,No,1,Not well,Very much,High,Very high,0,Excellent,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,5,3,5,5,0,Agree,9,Yes,Chinese Traditional,3,Student,TX,College or Higher,NA,ASIAN AMERICAN
83,31,Female,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",No,1,Not well,Much,Low,Very high,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Somewhat agree,3,4,3,3,0,Slightly agree,7,No,Chinese Simplified,3,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
84,22,Male,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,Other,"$30,000 - $39,999",No,1,Not well,Not much,Low,Low,NA,Very Good,Very Good,0,Yes,0,Pretty much,5,Disagree,Neutral,Not at all important,Strongly agree,Strongly agree,3,2,2,3,0,Slightly agree,8,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
85,18,NA,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$10,000 - $19,999",No,1,Not well,Much,Low,Very high,0,Excellent,Excellent,0,Yes,0,Pretty much,5,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,4,5,5,3,0,Slightly disagree,7,No,Chinese Simplified,0.5,Student,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
86,18,Female,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$50,000 - $59,999",No,1,Not well,Very much,High,Very high,0,Excellent,Excellent,0,Yes,Yes,Very much,5,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,4,3,3,3,Yes,Strongly disagree,10,No,Chinese Simplified,2,Student,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
87,25,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,"Clerical, office, sales","$0 - $9,999",No,1,Not well,Very much,Low,Very high,NA,Excellent,Excellent,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,3,5,3,2,0,Neither agree or disagree,5,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
88,26,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$10,000 - $19,999",No,1,Not well,Very much,High,High,0,Very Good,Very Good,0,Yes,Yes,Very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not at all important,Strongly agree,Strongly agree,1,4,4,4,0,Strongly disagree,9,Yes,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
89,24,Male,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$0 - $9,999",No,1,Not well,Much,Low,High,0,Excellent,Excellent,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Somewhat agree,3,4,4,3,0,Neither agree or disagree,7,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
90,28,Male,Chinese,Single,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$40,000 - $49,999",No,1,Well,Much,Low,High,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not at all important,Strongly agree,Strongly agree,5,3,2,2,0,Agree,8,No,Chinese Simplified,1,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
91,64,Female,Chinese,Married,High school degree / GED,None,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not at all,Very much,Very low,High,0,Fair,Fair,0,0,0,Pretty much,Mobile house,Agree,Neutral,Not very important,NA,NA,3,5,3,3,0,NA,8,No,Chinese Traditional,0.5,Retired,TX,HS Graduate,NA,ASIAN AMERICAN
92,22,Female,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,"Manager, executive, or official","$10,000 - $19,999",No,1,Not at all,Much,Very low,High,0,Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat disagree,Somewhat agree,3,0,3,2,Yes,Neither agree or disagree,5,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
93,27,Female,Asian Indian,Married,Graduate or Professional degree ,Hindu,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Much,Low,Low,0,Good,Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,4,5,5,4,NA,Agree,9,No,English,5,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
94,20,Female,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,"Manager, executive, or official","$0 - $9,999",No,1,Not well,Not much,High,High,0,Good,Good,0,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat disagree,Somewhat disagree,5,3,3,3,0,Disagree,6,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
95,22,Female,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$20,000 - $29,999",No,0,Well,Not much,High,High,1,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not very important,Somewhat agree,Somewhat agree,4,2,2,3,0,Agree,10,No,Eng_Chinese only,5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
96,55,Male,Chinese,Single,Graduate or Professional degree ,Buddhist,Employed full time,0,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",No,1,Not well,Not much,Low,High,0,Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,2,5,2,2,0,Slightly agree,7,No,Chinese Traditional,38,Working full-time,TX,Less than HS,"less than $20,000",ASIAN AMERICAN
97,29,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$40,000 - $49,999",No,1,Not well,Not much,High,Very high,NA,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,3,3,2,2,Yes,Agree,7,No,Chinese Traditional,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
98,22,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$20,000 - $29,999",No,1,Well,Not much,High,High,0,Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,2,3,2,2,0,Slightly disagree,5,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
99,24,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$10,000 - $19,999",No,1,Not well,Not much,Low,High,0,Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,4,3,5,5,0,Agree,8,No,Chinese Simplified,3,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
100,68,Female,Chinese,Married,College degree or Bachelor's degree,Catholic,0,0,0,0,0,0,0,Retired,NA,"$40,000 - $49,999",No,1,Very well,Not at all,High,High,NA,Very Good,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,0,5,2,0,0,Agree,9,No,Eng_Chinese only,45,Retired,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
101,42,Female,Chinese,Married,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",No,1,Very well,Very much,Low,Very high,0,Good,Good,0,Yes,0,Pretty much,One-family house,Strongly agree,Neutral,Not very important,Strongly agree,Somewhat agree,3,5,3,2,0,Agree,9,No,Eng_Chinese only,3,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
102,56,Female,Chinese,Married,No schooling completed,None,0,0,0,NA,0,0,0,0,Business owner,"$20,000 - $29,999",No,1,Not well,Much,Low,Very high,0,Poor,Fair,Yes,Yes,0,Pretty much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Somewhat agree,2,2,1,0,0,Slightly disagree,8,No,Chinese Simplified,27,Unemployed,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
103,24,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$10,000 - $19,999",No,1,Not well,Much,Low,High,0,Good,Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,3,3,3,2,0,Disagree,6,No,Chinese Simplified,NA,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
104,22,Female,Chinese,Other,Graduate or Professional degree ,Buddhist,0,0,0,0,Student,0,0,0,Other,"$40,000 - $49,999",No,1,Well,Very much,High,Very high,0,Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,3,3,2,Yes,Slightly agree,7,No,Chinese Traditional,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
105,20,Female,Chinese,Single,"Some college, but no degree",Buddhist,0,0,0,0,Student,0,0,0,NA,NA,No,1,Not well,Much,Low,High,0,Very Good,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Somewhat important,Strongly agree,Strongly agree,4,5,4,3,0,Agree,9,No,Chinese Traditional,1,Student,TX,College or Higher,NA,ASIAN AMERICAN
106,37,Male,Chinese,Married,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$50,000 - $59,999",No,1,Not well,Not much,Low,Very high,0,Good,Good,0,Yes,0,Pretty much,5,Agree,Neutral,Somewhat important,Strongly agree,Somewhat agree,2,2,4,5,Yes,Slightly agree,7,No,Chinese Simplified,0.5,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
107,60,Male,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,1,Not at all,Much,Very low,High,0,Fair,Fair,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,5,5,3,4,0,Slightly disagree,4,No,Chinese Simplified,0.5,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
108,18,Male,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",Yes,0,Very well,Very much,Very high,Low,1,Very Good,Good,0,Yes,0,Very much,One-family house,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,4,3,3,3,Yes,Agree,8,No,English,18,Student,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
109,22,Male,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,1,Well,Very much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Strongly agree,Strongly agree,3,2,2,2,0,Agree,8,Yes,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
110,18,Female,Chinese,Single,High school degree / GED,None,0,0,0,0,Student,0,0,0,NA,"$10,000 - $19,999",No,1,Not well,Not much,Low,Low,1,Very Good,Very Good,0,Yes,Yes,Pretty much,5,Neutral,Agree,Not at all important,Somewhat agree,Strongly agree,5,4,4,5,0,Neither agree or disagree,6,No,Chinese Simplified,0.5,Student,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
111,75,Male,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,0,0,Retired,Professional,"$30,000 - $39,999",No,1,Not well,Much,Low,Low,0,Very Good,Very Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Strongly agree,Strongly agree,3,2,3,3,Yes,Neither agree or disagree,6,No,Chinese Simplified,6,Retired,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
112,71,Female,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,0,0,0,NA,"$40,000 - $49,999",No,1,Not at all,Very much,Very low,High,0,Poor,Fair,0,0,Yes,Pretty much,One-family house,Neutral,Agree,Not at all important,Strongly agree,Somewhat agree,4,4,2,1,Yes,Slightly disagree,3,No,Chinese Simplified,0.5,Unemployed,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
113,23,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,NA,No,1,Not at all,Much,Low,High,NA,Very Good,Very Good,0,Yes,Yes,Pretty much,One-family house,Agree,Agree,Not at all important,Strongly agree,Strongly agree,5,5,5,5,0,Slightly agree,8,No,Chinese Traditional,0.5,Student,TX,College or Higher,NA,ASIAN AMERICAN
114,61,Male,Chinese,Married,"Some college, but no degree",None,0,0,0,0,0,0,0,Retired,Business owner,"$70,000 and over",No,1,Not at all,Not much,Low,High,NA,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Not at all important,Strongly agree,Strongly agree,3,2,2,1,0,Slightly agree,8,Yes,Chinese Traditional,0.5,Retired,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
115,23,Female,Chinese,Single,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,Professional,"$50,000 - $59,999",Yes,0,Very well,Not at all,Very high,High,1,Excellent,Excellent,0,Yes,0,Pretty much,One-family house,Agree,Agree,Not very important,Somewhat agree,Somewhat agree,3,3,3,3,Yes,Neither agree or disagree,8,No,Eng_Chinese only,23,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
116,23,Female,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$30,000 - $39,999",No,1,Not well,Much,Low,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not very important,Strongly agree,Somewhat agree,3,3,3,3,0,Agree,8,No,Chinese Simplified,0.5,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
117,44,Female,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Not much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Not very important,Strongly agree,Somewhat agree,3,3,4,5,0,Slightly agree,8,No,Chinese Simplified,16,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
118,66,Female,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,0,0,Retired,NA,"$50,000 - $59,999",No,1,Not at all,Very much,Low,High,0,Fair,Fair,Yes,0,Yes,Pretty much,One-family house,Neutral,Agree,Not very important,Strongly agree,Strongly agree,4,3,3,3,Yes,Slightly disagree,2,No,Chinese Traditional,0.5,Retired,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
119,19,Male,Chinese,Living with a partner,High school degree / GED,None,Employed full time,0,0,0,Student,0,0,0,Skilled trades,"$70,000 and over",No,1,Very well,Not at all,High,High,0,Excellent,Very Good,0,Yes,Yes,Very much,Apartment/ Townhouse/ Condominium,Disagree,Agree,Not very important,Strongly agree,Strongly agree,5,5,2,5,0,Agree,9,Yes,Chinese Traditional,1,Student,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
