,Ethnicity,State,Education,Gender,Education_Completed,US_Born,Race,US_Born_Father,Birth_Country,Citizenship,Career_Success,Religion_Importance,Help_Other,Race_Id,American_Id,Leader_Qual,Info_Source,Registered_Vote,Not_Registered,Voter_NotElig,Chance_Vote,Candidate,Candidate_Strength,Candidate_Voted,Party_Voting,Repub_Impres,Dem_Impres,Trump_Impres,Clinton_Impres,Politic_Disc,Politic_Donate,Contact_Rep,Protest_Rally,Public_Meet,Value_Similarity,Religion,Topic_Important,Ban_Muslim,Syrian_Refugee,Marital_Status,Partner_Race,Employment_Status,Income.x,Birth_Yr,English_Read,Age,TrumpImpres,clean_Income,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income.y,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration
35,Cambodian,NY,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Donald Trump,Republican,Very favorable,Very unfavorable, Very favorable,Very unfavorable,Yes,Yes,Yes,No,No,Very Important,Buddhist,Immigration,Oppose,Oppose,Married,Asian or Asian American,Retired,"$50,000 to $75,000",1948,NA,68,Very favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Cambodian,MA,Less than HS,Male,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Other candidate,Democrat,Somewhat favorable,Very favorable, Somewhat favorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Support,Oppose,Married,Asian or Asian American,Working full-time,"$50,000 to $75,000",1957,NA,59,Somewhat favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Cambodian,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Retired,"$50,000 to $75,000",1973,NA,43,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Cambodian,WA,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Extremely Important,Not at all Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Other candidate,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,Yes,Yes,Yes,Yes,Extremely Important,Buddhist,Education,Oppose,Oppose,Married,Asian or Asian American,Working full-time,"Up to $20,000",1952,NA,64,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Cambodian,MN,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Support,Oppose,Married,Asian or Asian American,Permanently disabled,"$50,000 to $75,000",1960,NA,56,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Somewhat Important,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have significant work experience,RETHNIC: or Asian American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat favorable,Somewhat favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Oppose,Oppose,Married,Asian or Asian American,Retired,"$50,000 to $75,000",1951,NA,65,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Asian Indian,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,India,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Other candidate,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Hindu,Economy/Jobs,Oppose,Support,Single,NA,Student,"$50,000 to $75,000",1983,NA,33,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Cambodian,CA,College or Higher,Male,Graduate or Professional degree,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Somewhat Important,Somewhat Important,Somewhat Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,Not Registered,Elig,I am pretty likely to vote,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,Yes,No,No,Yes,Very Important,None,Government/Broken political system,Oppose,Support,Single,NA,Working full-time,"$75,000 to $100,000",1969,NA,47,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Cambodian,TX,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,John Kasich,Democrat,Very unfavorable,Very unfavorable, Very unfavorable,Very unfavorable,No,No,No,No,No,NA,Christian,Education,Support,Oppose,Married,Asian or Asian American,Working full-time,"$75,000 to $100,000",1942,NA,74,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Cambodian,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Very Important,Very Important,Very Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Support,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1953,NA,63,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Cambodian,VA,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Other candidate,Some other party,Somewhat favorable,Very unfavorable, Very favorable,Very unfavorable,Yes,Yes,Yes,No,No,Extremely Important,Catholic,Taxes,Oppose,Oppose,Married,Asian or Asian American,Working full-time,"Up to $20,000",1956,NA,60,Very favorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Cambodian,CA,College or Higher,Male,"Some college, but no degree",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am pretty likely to vote,Clinton, NOT SO STRONGLY,Bernie Sanders,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,Yes,NA,Buddhist,Terrorism/ISIS/National security,Support,Support,Single,NA,Working part-time,"$20,000 to $50,000",1955,NA,61,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Cambodian,CA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Oppose,Oppose,Married,Asian or Asian American,Working part-time,"$50,000 to $75,000",1955,NA,61,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Cambodian,MI,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,None,Education,Support,Oppose,Married,Asian or Asian American,Working part-time,"$75,000 to $100,000",1940,NA,76,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Cambodian,TX,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Donald Trump,Republican,Somewhat favorable,Very unfavorable, Somewhat unfavorable,Very unfavorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Oppose,Oppose,Other,NA,Retired,"$75,000 to $100,000",1952,NA,64,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Cambodian,MA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Very Important,Very Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,Other candidate,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,Yes,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1951,NA,65,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Cambodian,MA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,Not Registered,Elig,I will not vote this year,Clinton, NOT SO STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,None,Economy/Jobs,Support,Oppose,Other,NA,Unemployed,"$75,000 to $100,000",1950,NA,66,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Somewhat Important,Very Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,Not Registered,Elig,I will not vote this year,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat favorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Single,NA,Unemployed,"$75,000 to $100,000",1953,NA,63,Somewhat favorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Cambodian,WA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Not a citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,Somewhat favorable,Very favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Buddhist,Education,Support,Support,Married,Asian or Asian American,Retired,"$50,000 to $75,000",1943,NA,73,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Very Important,Very Important,Very Important,Extremely Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Somewhat favorable,No,No,No,No,No,NA,Buddhist,Health care,Support,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1941,NA,75,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cambodian,MA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,Other candidate,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Support,Oppose,Other,NA,Retired,"$75,000 to $100,000",1989,NA,27,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Extremely Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat unfavorable, Somewhat unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,Buddhist,Health care,Support,Support,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1957,NA,59,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,My chances of voting are less than -,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Unemployed,"$75,000 to $100,000",1952,NA,64,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Cambodian,WA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1989,NA,27,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Cambodian,CA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Education,Oppose,Oppose,Married,Asian or Asian American,Unemployed,"$75,000 to $100,000",1952,NA,64,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Cambodian,PA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,Registered,NA,Elig,I am absolutely certain I will vote,SOME OTHER CANDIDATE,NA,Other candidate,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Somewhat unfavorable,Yes,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Unemployed,"$75,000 to $100,000",1958,NA,58,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Unemployed,"$75,000 to $100,000",1952,NA,64,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Not a citizen,Extremely Important,Extremely Important,Very Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,NA,NA,NA,Nonelig,NA,NA,NA,NA,NA,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Buddhist,Education,Oppose,Oppose,Single,NA,Unemployed,"$75,000 to $100,000",1946,NA,70,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Cambodian,CA,College or Higher,Female,"Some college, but no degree",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,Registered,NA,Elig,My chances of voting are less than -,SOME OTHER CANDIDATE,NA,NA,Democrat,Very favorable,Somewhat favorable, Somewhat unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,Buddhist,Education,Support,Oppose,Married,Asian or Asian American,Unemployed,"$75,000 to $100,000",1965,NA,51,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Cambodian,CA,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Extremely Important,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,SOME OTHER CANDIDATE,NA,Other candidate,Republican,Somewhat favorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,No,No,No,No,No,NA,Christian,Education,Support,Oppose,Married,Asian or Asian American,Working full-time,"$75,000 to $100,000",1960,NA,56,Somewhat favorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Cambodian,RI,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Not a citizen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonelig,NA,NA,NA,NA,NA,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Retired,"$75,000 to $100,000",1950,NA,66,Somewhat unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Cambodian,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Not a citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,NA,NA,NA,Nonelig,NA,NA,NA,NA,NA,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Buddhist,Economy/Jobs,Support,Oppose,Other,NA,Unemployed,"$50,000 to $75,000",1952,NA,64,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Cambodian,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Not a citizen,NA,NA,NA,NA,NA,NA,DO NOT READ  Both equally,NA,NA,Nonelig,NA,NA,NA,NA,NA,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,No,Yes,No,Yes,No,NA,Buddhist,Education,Oppose,Support,Single,NA,Homemaker,"Up to $20,000",1984,NA,32,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Cambodian,MI,College or Higher,Male,"Some college, but no degree",No,ASIAN AMERICAN,No,Cambodia / Kampuchea,Citizen,Not at all Important,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,Registered,NA,Elig,I am absolutely certain I will vote,NA,NA,NA,Democrat,Somewhat favorable,Somewhat favorable, Somewhat favorable,Very favorable,Yes,No,No,No,No,NA,Buddhist,NA,Support,Oppose,Married,Asian or Asian American,Working full-time,"$50,000 to $75,000",1960,Very well,56,Somewhat favorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
